account,total_pnl,roi,pnl_std,hit_rate,max_loss,notional,risk_adjusted,sharpe,sortino,max_drawdown_proxy,profit_factor,composite_score
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,132464.814554,0.05240811125713733,0.17524906935289306,0.43858462925400044,-7784.162915,6757022.1,9.971147382329505,0.2990492985249748,0.42291957379217987,7784.162915,17.017220220139755,2.187383625251335
0x7f4f299f74eec87806a830e3caa9afa5f2b9db8f,14900.443047,0.003119391529159106,0.010128590355185423,0.45221295702373315,-776.860259,5844484.45,9.15812317211316,0.3079788420470678,0.4355478553469246,776.860259,19.18033890185133,2.015396695900247
0xa0feb3725a9335f49874d7cd8eaad6be45b27416,106302.875256,0.004412356213598049,0.010491815972919021,0.3457866068567767,-7104.920076,19868207.98,6.715945334961875,0.42055219277454103,0.5947506147075003,7104.920076,14.961867849166216,1.539835753060172
0x23e7a7f8d14b550961925fbfdaa92f5d195ba5bd,47885.320514,0.0010741639830563936,0.03335161093064686,0.4427197802197802,-6820.76955,12035487.66,6.442869162543788,0.03220725935218146,0.04554794298272273,6820.76955,7.020515817603015,1.387102215553285
0x39cef799f8b69da1995852eea189df24eb5cae3c,14456.919335999997,0.005707852497892546,0.1259449915196684,0.32766787405962666,-31036.69194,17193375.419999998,4.989033110558466,0.04532020232818206,0.06409244478200779,31036.69194,0.46580090957979836,1.078648613371441
0xb899e522b5715391ae1d4f137653e7906c5e2115,22488.500821,3.2461683755570385e-05,0.0080372846785177,0.4386109962794543,-17178.87662,108877041.1,4.567093781842,0.004038886894517368,0.005711848623117416,17178.87662,1.309078662036517,1.0023623601977727
0x8477e447846c758f5a675856001ea72298fd9cb5,43917.008976,0.0017048529288781822,0.05748529994462457,0.26196826243499133,-2806.5,12304786.84,2.4768547463027946,0.02965719811013359,0.04194161178933664,2806.5,15.64831960662747,0.5571732170592607
0x271b280974205ca63b716753467d5a371de622ab,-70436.191318,0.00012149935644410547,0.02071611901349671,0.3019165135206091,-25818.75012,33873440.42,-18.537310445147412,0.005864967099529971,0.00829431601502728,25818.75012,-2.728102289639418,-3.6452828463885685
0x8170715b3b381dffb7062c0298972d4727a0a63b,-167621.12478100002,0.04094751386871518,0.16307976534878207,0.38274288198217776,-83056.32,10143758.13,-35.105095380841156,0.2510888691870502,0.3550932841652503,83056.32,-2.0181621914021717,-6.856859584855067
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,-31203.599986,0.015204494547754365,0.29435675514501036,0.45521472392638035,-5981.36399,1409902.0,-39.245706943785564,0.051653289017485275,0.07304878186970491,5981.36399,-5.216803397714641,-7.738041108902265
